word	pinyin	definition	pos	sentence	translation
漫画	man4, man2, hua4	manga, comics	Noun	妹は漫画が好きです。	My little sister likes manga.
名人	ming2, ren2	master, master hand	Noun	彼は釣りの名人です。	He's an expert angler.
前方	qian2, fang1	front	Noun	前方に山が見えますね。	We can see the mountain ahead.
励ます	li4	encourage, urge	Verb	父が息子を励ましたの。	The father encouraged his son.
夢中	meng4, zhong1, zhong4	be absorbed	Adjectival Noun	うちの子はその本に夢中です。	Our child is fascinated by that book.
面接	mian4, jie1	interview	Verbal Noun	新しい仕事の面接に行ってきました。	I went to an interview for a new job.
照らす	zhao4	illuminate, shine on	Verb	月が庭を照らしている。	The moon is shining on the garden.
墓地	mu4, di4, de5	graveyard, cemetery	Noun	寺のとなりに墓地があります。	There's a graveyard next to the temple.
明日	ming2, ri4	tomorrow	Noun	明日、会議を開きます。	The conference will be held tomorrow.
損害	sun3, hai4	damage, harm	Noun	町は台風で大きな損害を受けたんだ。	The town sustained a lot of damages because of the typhoon.
中年	zhong1, zhong4, nian2	middle age	Noun	これは、中年の男性によく見られる症状です。	These symptoms are often seen in middle-aged men.
通訳	tong1, tong4, yi4	interpreting	Verbal Noun	私は通訳です。	I'm an interpreter.
動詞	dong4, ci2	verb	Noun	「食べる」は動詞です。	Eat is a verb.
溶ける	rong2	be dissolved, be melted	Verb	暑さでアイスクリームが溶けてしまった。	The ice cream melted in the heat.
班	ban1	squad, group	Noun	班のメンバーは5人です。	There are five members in the group.
不利	bu4, bu2, li4	disadvantage	Adjectival Noun	彼は今、不利な立場にいます。	He's at a disadvantage now.
プロ野球	ye3, qiu2	professional baseball	Noun	最近のプロ野球は面白くなってきたね。	Recently professional baseball is getting interesting.
別に	bie2	especially, particularly	Adverb	私は別に気になりません。	I'm not especially anxious.
本質	ben3, zhi2, zhi4	essence, reality	Noun	彼は仕事の本質をよく理解しているわね。	He understands the essence of the work well.
免税	mian3, wen4, shui4	tax exemption	Verbal Noun	この商品は免税です。	This product is tax-exempt.
有する	you3, you4	have, possess	Verb	資格を有する人のみ応募できます。	Only qualified individuals may apply.
第一	di4, yi1	number one, the best	Noun	私には仕事が第一です。	My first priority is my job.
平面	ping2, mian4	level surface, plain	Noun	このメガネをかけると平面が立体に見えます。	When you wear these glasses, two-dimensional things look three-dimensional.
ペース		pace	Noun	彼はとても早いペースで走っているね。	He's running at a very fast pace.
飛ばす	fei1	fly, shoot	Verb	子供が紙飛行機を飛ばしています。	The child is flying a paper airplane.
本気	ben3, qi4	seriousness, earnestness	Adjectival Noun	いや、僕は本気なんだ。	No, I'm serious.
無駄	wu2, mo2, tuo2, duo4	no good, pointless	Adjectival Noun	それは時間の無駄です。	It's a waste of time.
調和	diao4, tiao2, he2, he4, huo2, huo4, huo5, hai1, he5	harmony, agreement	Verbal Noun	彼女は自然と調和した暮らし方をしているの。	She lives her life in harmony with nature.
転勤	zhuan3, zhuai3, zhuan4, qin2	transfer	Verbal Noun	彼は大阪に転勤しました。	He was transferred to Osaka.
溶かす	rong2	dissolve, melt	Verb	春の太陽が雪を溶かしました。	The spring sun melted the snow.
半年	ban4, nian2	half a year	Noun	日本に来て半年になります。	It has been half a year since I came to Japan.
任せる	ren4, ren2	entrust to, leave it to	Verb	この仕事は君に任せる。	I leave this work up to you.
マラソン		marathon	Noun	彼はマラソンに出場したよ。	He participated in the marathon.
物事	wu4, shi4	things, everything	Noun	彼はいつも物事を深く考えるの。	He always thinks deeply about things.
要するに	yao4, yao1	in a word, in short	Adverb	要するに時機を待つべきだ。	In short, we should wait for the right opportunity.
頂上	ding3, shang4, shang3	summit, climax	Noun	あと少しで山の頂上です。	The top of the mountain is not far from here.
哲学	zhe2, xue2	philosophy	Noun	哲学は興味深い学問です。	Philosophy is an interesting field of study.
同級生	tong2, tong4, ji2, sheng1	classmate	Noun	私たちは同級生です。	We're classmates.
値下げ	zhi2, xia4	price reduction	Verbal Noun	電話料金が値下げされた。	My phone charge was reduced.
年収	nian2, shou1	annual income	Noun	税金の額は年収によって変わります。	The amount of tax depends on the annual income.
生える	sheng1	grow, spring up	Verb	息子に新しい歯が生えました。	My son has a new tooth coming in.
反射	fan3, she4, shi2, ye4	reflection	Verbal Noun	車のライトが反射していますね。	Car lights are being reflected.
札	zha2	sign, billboard	Noun	店の外にまだ営業中の札がでているよ。	The "open for business" sign is still posted outside the store.
棒	bang4	rod, stick	Noun	この棒は何に使うのですか。	What do you use this stick for?
よほど		very, by far	Adverb	今日の遠足はよほど楽しかったらしい。	Today's excursion seems to have been really good fun.
別れ	bie2	separation, parting	Noun	別れはいつでも悲しいものです。	Parting is always sad.
調節	diao4, tiao2, jie2, jie1	adjustment, regulation	Verbal Noun	ここで部屋の温度が調節できます。	You can adjust the room temperature here.
直線	zhi2, xian4	straight line	Noun	直線を描いてください。	Please draw a straight line.
手前	shou3, qian2	in front	Noun	駅の手前に郵便局があります。	There's a post office by the station.
本国	ben3, guo2	one's native country	Noun	彼女は本国に帰りました。	She returned to her native land.
燃やす	ran2	burn	Verb	古い手紙を燃やしたんだ。	I burned some old letters.
添える	tian1	add to, attach to	Verb	贈り物に手書きのカードを添えました。	I attached a hand-written card to the gift.
竹	zhu2	bamboo	Noun	この笛は竹でできている。	This flute is made of bamboo.
多量	duo1, liang4, liang2	large quantity, great deal	Noun	その事故で多量のガス漏れがあったね。	A large amount of gas leaked because of the accident.
長所	chang2, zhang3, suo3	strong point, merit	Noun	君の長所は明るいところだね。	Your strong point is your cheerfulness.
辛い	xin1	difficult, harsh	Adjective	この仕事は辛いです。	This work is harsh.
天候	tian1, hou4	weather, climate	Noun	ここは天候の変化が激しいですね。	The climate here is very changeable.
取り扱い	qu3, xi1	handling, manipulation	Noun	この機械は取り扱いに注意してください。	Be careful when handling this machine.
日ソ	ri4	Japanese-Soviet	Noun	当時、日ソ会談が開かれた。	At the time, talks were held between Japan and the Soviet Union.
疲労	pi2, lao2	fatigue	Verbal Noun	部下が疲労で倒れたの。	My subordinate collapsed from fatigue.
仏教	fo2, fu2, jiao4, jiao1	Buddhism	Noun	お葬式は仏教で行うことが多いです。	Funerals are often conducted according to Buddhist rites.
文句	wen2, wen4, ju4, gou1	complaint	Noun	彼女はいつも文句ばかり言う。	She always does nothing but complain.
ラグビー		rugby	Noun	父は若いころラグビーの選手でした。	When he was young, my father was a rugby player.
ラッシュ		rush, rush hour	Noun	私は毎朝ラッシュの電車に乗っています。	I take the train during rush hour every morning.
ロープ		rope	Noun	ロープを使って崖を下りたんだ。	I descended the cliff using a rope.
乗り越える	cheng2, sheng4, yue4	overcome, get over	Verb	彼は悲しみを乗り越えて強く生きた。	He overcame his sadness and carried on determinedly.
無事	wu2, mo2, shi4	safely, peacefully	Adverb	無事、家に着きました。	I arrived home safely.
方々	fang1	everyone, all people	Noun	彼の連絡先を方々に問い合わせたんだ。	I inquired everywhere for his contact information.
名刺	ming2, ci4	business card, calling card	Noun	私たちは名刺を交換しました。	We exchanged business cards.
理屈	li3, qu1	reason, logic	Noun	彼には理屈が通じない。	He doesn't understand logics.
湾	wan1	bay, gulf	Noun	東京湾は重要な役割を果たしている。	Tokyo Bay plays an important role.
騒音	sao1, yin1	noise	Noun	窓から車の騒音が入って来ます。	The noise of the cars is coming through the window.
未知	wei4, zhi1, zhi4	unknown	Noun	ここからは未知の領域です。	It's an unknown area from here on.
無関係	wu2, mo2, guan1, xi4	irrelevant, unrelated	Adjectival Noun	彼はこの事件と無関係です。	He has nothing to do with this incident.
勇気	yong3, qi4	courage, nerve	Noun	彼は勇気があるね。	He's courageous.
譲る	rang4	transfer, concede	Verb	上司が車を譲ってくれたの。	My boss gave me his car.
ダム		dam	Noun	今、ダムの水が少ないね。	Now the dam doesn't have a lot of water.
取り締まり	qu3, di4	regulation, crackdown	Noun	違法駐車の取り締まりが厳しくなったの。	The regulation of illegal parking has become stricter.
余地	yu2, tu2, di4, de5	room, space	Noun	彼に言い訳の余地はありません。	He doesn't have room for excuses.
ダウン		down, malfunction	Verbal Noun	サーバーがダウンしています。	The server has crashed.
力強い	li4, qiang2, jiang4, qiang3	powerful, vigorous	Adjective	彼は力強い演技をするね。	He's a powerful actor.
低温	di1, wen1	low temperature	Noun	この製品は低温で保存してください。	Please store this product at a low temperature.
扉	fei1	door	Noun	彼は扉を開けたんだ。	He opened the door.
トレーニング		training, workout	Verbal Noun	彼は毎日トレーニングをするの。	He works out every day.
入場	ru4, chang2, chang3	entrance, admission	Verbal Noun	選手の入場です。	The athletes will march in.
日の丸	ri4, wan2	Rising Sun Flag, Japanese flag	Noun	日本の国旗は日の丸と呼ばれています。	Japan's national flag is known as the rising-sun flag.
乱れる	luan4	be disordered, be disturbed	Verb	風で髪が乱れたね。	The wind has messed up your hair.
互い	hu4	each other	Noun	互いの話をよく聞きなさい。	Listen carefully to each other.
縦	zong4	lengthways, vertical	Noun	縦2列に並んでください。	Please line up in two rows lengthways.
付き合い	fu4, he2	friendship, association	Noun	今日は付き合いで帰りが遅くなります。	I'm coming home late today so I can socialize with my colleagues.
手当て	shou3, dang1, dang4	allowance, medical care	Verbal Noun	彼女は急いで怪我の手当てをしたよ。	She quickly administered first aid treatment.
同意	tong2, tong4, yi4	consent, approval	Verbal Noun	彼の意見には同意できません。	I can't agree with his opinion.
華やか	hua2, hua4, hua1	gorgeous, colorful	Adjective	彼女は華やかな女性ですね。	She's a gorgeous woman.
反する	fan3	oppose, act contrary to	Verb	彼の行いはモラルに反しています。	What he is doing goes against morals.
幕	mu4	curtain	Noun	ステージの幕が上がったんだ。	The stage curtain rose.
見上げる	jian4, xian4, shang4, shang3	look up	Verb	私は空を見上げたの。	I looked up at the sky.
元	yuan2	origin, source	Noun	あの人は卓球の元選手です。	That's a former table tennis player.
催し	cui1	event, function	Noun	学校の催しに参加しました。	I took part in the event at school.
大工	da4, dai4, gong1	carpenter	Noun	私の父は大工です。	My father's a carpenter.
追跡	zhui1, ji1	pursuit, chase	Verbal Noun	パトカーが車を追跡しているわ。	The police vehicle is chasing a car.
特有	te4, you3, you4	characteristic, special	Adjective	これは子供に特有の病気です。	This illness is particular to children.
何より	he2, he4	above all, before everything else	Noun	ご無事で何よりです。	I'm glad to know you're safe.
鈍い	dun4	dull, sluggish	Adjective	今日は頭の回転が鈍いです。	My brain is working slowly today.
方言	fang1, yan2	dialect	Noun	彼は方言で話します。	He speaks in a dialect.
見舞い	jian4, xian4, wu3	personal visit	Noun	友達が見舞いに来てくれたよ。	My friend came to visit me in hospital.
弱まる	ruo4	weaken, abate	Verb	夜になって風が弱まったね。	The wind dropped at night.
そっと		softly, gently	Adverb	母親は娘の髪をそっとなでたの。	The mother quietly patted her daughter's hair.
大部分	da4, dai4, bu4, fen1, fen4	most, greater part	Noun	絵の大部分が水に濡れてしまったな。	A large portion of picture got wet.
当分	dang1, dang4, fen1, fen4	for some time, for the present	Adverb	彼女は当分学校を休むそうです。	It seems she'll be absent from the school for some time.
妊娠	ren4, shen1, chen2, zhen4	pregnancy, conception	Verbal Noun	彼女が妊娠したそうです。	I hear that she's pregnant.
発電所	fa1, dian4, suo3	power plant, generating station	Noun	すぐそこに発電所があります。	There's a power plant near here.
マーク		logo	Verbal Noun	このブランドのマークは可愛いですね。	This brand logo is cute.
見渡す	jian4, xian4, du4	look out over	Verb	丘の上から草原を見渡したの。	I looked over the meadow from the top of the hill.
領土	ling3, tu3	territory, domain	Noun	ここから先は隣の国の領土です。	From here onwards is the territory of the neighboring country.
段落	duan4, luo4, la4, lao4	end of paragraph	Noun	次の段落を読んでください。	Please read the following paragraph.
悲劇	bei1, ju4	tragedy, tragic drama	Noun	あの悲劇を繰り返してはいけない。	You must not repeat that tragedy.
費やす	fei4	expend, waste	Verb	私は語学の勉強にかなりの時間を費やしています。	I have spent considerable time on language study.
友	you3	friend, companion	Noun	持つべきものは友よね。	The important thing to keep is friends.
取り決め	qu3, jue2	decision, agreement	Noun	これは会社間の取り決めです。	This is a decision between companies.
何と	he2, he4	what, how	Adverb	何と彼らは結婚したそうです。	I heard that they got married.
不公平	bu4, bu2, gong1, ping2	unfair, unjust	Adjectival Noun	彼のやり方は不公平です。	His way of doing things is unfair.
無数	wu2, mo2, shu4, shu3, shuo4	countless, innumerable	Adjectival Noun	宇宙には無数の星があります。	There are an infinite number of stars in space.
乱暴	luan4, bao4, pu4	violence	Verbal Noun	人に乱暴してはいけません。	You must not use violence on people.
笑い	xiao4	laughter	Noun	あの家は笑いが絶えないね。	Laughter never stops in that house.
たった		only, merely	Adverb	財布の中にたった1000円しかないよ。	I only have 1,000 yen in my purse.
たまたま		by chance, accidentally	Adverb	道でたまたま友達に会った。	I met a friend in the street by chance.
短大	duan3, da4, dai4	junior college	Noun	妹は短大を卒業しました。	My little sister graduated from junior college.
直後	zhi2, hou4	immediately after	Noun	食べた直後に寝ないほうがいいよ。	You should not sleep immediately after having eaten.
テンポ		tempo, pace	Noun	この曲はテンポが速いですね。	The tempo of this tune is fast.
任務	ren4, ren2, wu4	duty, mission	Noun	彼は最後まで自分の任務を果たした。	He fulfilled his duties right to the end.
病室	bing4, shi4	patient room, ward	Noun	その病室はとても広くてきれいだった。	The hospital room was very large and clean.
妨害	fang2, fang1, hai4	hindrance, obstruction	Verbal Noun	彼に営業を妨害されました。	My business operations were thwarted by him.
創立	chuang4, chuang1, li4	establishment, organization	Verbal Noun	この学校は1962年に創立されました。	This school was established in 1962.
体調	ti3, ben4, diao4, tiao2	health condition	Noun	今日は体調が悪いです。	I feel sick today.
手軽	shou3, qing1	easy, light	Adjective	手軽に作れる料理を教えてください。	Please teach me some easy-to-do dishes.
延びる	yan2	extend, be postponed	Verb	工事の予定が1ヶ月延びてしまった。	The construction schedule has been postponed for one month.
離す	li2	separate, detach	Verb	子供の手を離さないでください。	Don't let go of your child's hand.
悲鳴	bei1, ming2	shriek, scream	Noun	外から悲鳴が聞こえたな。	A scream was heard outside.
プラン		plan	Noun	彼女と旅行のプランを考えました。	I thought of a travel plan with her.
ほっと		feel relieved	Adverb	家に着いてほっとしたよ。	I felt relieved to be home.
万一	wan4, mo4, yi1	if by any chance	Adverb	万一のために保険に入ったの。	I bought insurance for emergencies.
寄る	ji4	stop by, stop off	Verb	帰りに叔母の家に寄ります。	I dropped in at my aunt's house on the way home.
通知	tong1, tong4, zhi1, zhi4	notification	Verbal Noun	明日、詳細を通知します。	I'll notify you of the details tomorrow.
なるほど		I see, really	Adverb	なるほど、よく分かりました。	I see, I understand quite well.
バイト		part-time job	Verbal Noun	今日は6時からバイトです。	My part-time job starts at 6 today.
ぶつける		bump	Verb	車を壁にぶつけてしまいました。	The car hit the wall.
平気	ping2, qi4	nonchalant, calm	Adjective	彼女は平気な顔をしていた。	She looked as if nothing had happened.
前向き	qian2, xiang4	facing forward, positively	Adjectival Noun	前向きに検討します。	We'll give positive consideration to the matter.
民主	min2, zhu3	democracy	Noun	民主主義について勉強しました。	We studied democracy.
巡る	xun2	go round, circulate	Verb	明日から温泉を巡る旅に出ます。	I'm going on a tour of hot springs tomorrow.
離陸	li2, lu4, liu4	takeoff	Verbal Noun	まもなく飛行機が離陸します。	The airplane will take off soon.
船長	chuan2, chang2, zhang3	captain	Noun	私がこの船の船長です。	I'm captain of this ship.
総理	zong3, li3	president, prime minister	Noun	総理はヨーロッパを訪問中です。	The prime minister is on a visit to Europe.
タイヤ		tire	Noun	車のタイヤを換えた。	I changed the tires on the car.
中立	zhong1, zhong4, li4	neutrality	Verbal Noun	私は中立の立場を取っています。	I'm taking a neutral standpoint.
天才	tian1, cai2	genius	Noun	彼は笑いの天才だね。	He's a comic genius.
峠		mountain pass, ridge	Noun	この峠を越えると村があります。	There's a village if you go over this mountain pass.
透明	tou4, ming2	transparent	Adjectival Noun	ゴミは透明な袋に入れて出してください。	Please put the garbage out in a clear plastic bag.
文化財	wen2, wen4, hua4, cai2	cultural assets	Noun	この建物は国の文化財です。	This building is a national cultural asset.
マイク		mic, microphone	Noun	彼女はマイクを持って話し始めたの。	She took the microphone and began to speak.
ゆとり		room, leeway	Noun	最近、生活にゆとりがでてきました。	I have more room to breathe lately.
立ち直る	li4, zhi2	recover, regain one's footing	Verb	彼女は失敗から立ち直ったよ。	She recovered from the failure.
溜め息	liu1, liu4, xi1, xi2	sigh	Noun	母は溜め息をついたの。	My mother sighed.
熱帯	re4, dai4	tropics	Noun	店に熱帯の果物が並んでいますよ。	There are some tropical fruits on display in the shop.
引き取る	yin3, qu3	take over, take custody	Verb	彼女は息子を引き取ったの。	She took custody of her son.
病人	bing4, ren2	sick person, patient	Noun	病人が出たので電車が少し止まったんだ。	The train stopped for a while as someone was ill.
ぼんやり		vaguely, absent-mindedly	Adjective	彼は遠くをぼんやり見ていたの。	He stared vacantly into the distance.
有限	you3, you4, xian4	limited, finite	Adjectival Noun	宇宙は有限だと思いますか。	Do you think that space is finite?
闘う	dou4, dou3	fight	Verb	彼は病気と闘ったの。	He battled against his illness.
典型	dian3, xing2	type, model	Noun	彼は職人の典型です。	He's a typical artisan.
天然	tian1, ran2	nature	Noun	ここは天然の温泉です。	This is a natural hot spring.
投書	tou2, shu1	contribution, letter	Verbal Noun	その事件について新聞に投書したんだ。	I wrote in to the newspaper regarding that incident.
始まり	shi3	beginning	Noun	いよいよ劇の始まりですね。	The play is about to start.
混ぜる	hun3, hun2, hun4	blend, mix by stirring	Verb	カレーにヨーグルトを入れて、よく混ぜてください。	Please put the yogurt in the curry, and mix it well.
間近	jian1, jian4, jin4	nearby, close at hand	Adjectival Noun	有名人を間近で見たよ。	I saw a celebrity up close.
満員	man3, yuan2, yun2, yun4	full to capacity	Noun	このバスは満員です。	This bus is full.
無限	wu2, mo2, xian4	infinite, endless	Adjectival Noun	資源は無限ではありません。	Resources are not infinite.
友情	you3, qing2	friendship	Noun	彼らは強い友情で結ばれているな。	They're tied by a strong friendship.
割り当て	ge1, dang1, dang4	assignment, allotment	Noun	チケットの割り当ては1人10枚です。	Ten tickets are allocated per person.
率直	lu:4, shuai4, shuo4, zhi2	frank, openhearted	Adjective	率直なご意見ありがとうございました。	Thank you for your straightforward opinion.
徹夜	che4, ye4	staying up all night	Noun	ゆうべは徹夜しました。	I stayed up all last night.
電卓	dian4, zhuo1, zhuo2	pocket calculator	Noun	この電卓はポケットに入ります。	This calculator fits in your pocket.
東洋	dong1, yang2	Orient	Noun	彼は東洋文化を研究しているよ。	He researches Asian culture.
日数	ri4, shu4, shu3, shuo4	number of days	Noun	今月は出勤日数が多いです。	I'm working many days this month.
申し出る	shen1, chu1	offer, propose	Verb	彼はプロジェクトへの参加を申し出たよ。	He offered to join the project.
酔う	zui4	get drunk	Verb	みんなかなり酔っていたの。	Everyone got considerably drunk.
たまらない		can't stand, can't put up with	Adjective	頭が痛くてたまらない。	I have an unbearable headache.
便り	bian4, pian2	news, correspondence	Noun	月に一度母から便りが来ます。	I get a letter from my mother once a month.
北西	bei3, xi1	northwest	Noun	台風は北西に進んでいます。	The typhoon is advancing toward the northwest.
モーター		motor, engine	Noun	車のモーターを修理したぜ！	I repaired the car's motor.
薬品	yao4, pin3	medicine, drug	Noun	彼女は薬品を戸棚から出したんだ。	She took the medicine out of the cupboard.
割り当てる	ge1, dang1, dang4	assign, allot	Verb	全員に作業が割り当てられました。	Work was assigned to all members.
大体	da4, dai4, ti3, ben4	outline, generally	Adverb	大体、初めから無理な計画だったのだ。	To be fair, it was a far-fetched plan from the beginning.
忠実	zhong1, shi2	faithfulness, devotion	Adjectival Noun	犬は飼い主に忠実です。	Dogs are faithful to their owner.
伝説	yun2, shuo1, shui4, yue4	legend, folk tale	Noun	彼は数々の伝説を残しました。	He left behind a lot of legends.
望み	wang4	desire, hope	Noun	私の望みは海外で暮らすことです。	It's my wish to live abroad.
病死	bing4, si3	death from sickness	Verbal Noun	その作家は35歳という若さで病死した。	The writer died of an illness at the young age of 35.
法則	fa3, fa4, ze2	law, rule	Noun	勝利するには法則があるそうだ。	I heard that there are rules to follow in order to win.
まして		much more	Adverb	他人でも悲しいのだから、まして本人はどれほどでしょう。	If other people feel saddened, imagine how much sadder the person in question must feel.
交じる	jiao1	be mingled, be mixed	Verb	彼女は外国人に交じってダンスをしたの。	She mingled with foreigners as she danced.
目的地	mu4, de5, di2, di4, di4, de5	destination, goal	Noun	やっと目的地に着いたよ。	I finally arrived at the destination.
緩める	huan3	loosen, unloose	Verb	食べ過ぎたのでベルトを緩めたの。	I loosened my belt because I ate too much.
騒動	sao1, dong4	disturbance, confusion	Noun	警察がやって来て騒動を静めたんだ。	The police came and calmed the riot.
採る	cai3	gather, pick	Verb	この山ではきのこが採れますよ	You can collect mushrooms on this mountain.
表紙	biao3, zhi3	cover, binding	Noun	その人気アイドルが今月の表紙だよ。	The popular star is on the cover this month.
夜空	ye4, kong1, kong4	night sky	Noun	ふたりで夜空を見上げたの。	The two of us looked up at the night sky.
零下	ling2, xia4	below zero, sub-zero	Noun	今日は零下の寒さでしたね。	The cold was below zero today.
待遇	dai4, yu4	treatment, pay	Noun	社員たちは待遇の改善を要求している。	Employees are demanding improved working conditions.
付け加える	fu4, jia1	add	Verb	自分の考えを付け加えました。	I added my own idea.
登校	deng1, xiao4, jiao4	attending school	Verbal Noun	生徒たちは朝8時ごろ登校します。	Pupils arrive at school around 8 AM.
ピストル		pistol	Noun	犯人はピストルを持っているわ。	The criminal has a pistol.
弁護	bian4, hu4	defense	Verbal Noun	友人が私を弁護してくれました。	My friend defended me.
実る	shi2	bear fruit, ripen	Verb	やっと努力が実りました。	My effort has finally paid off.
旅客	lu:3, ke4	traveler, passenger	Noun	その便は外国人の旅客が多かったよ。	There were a lot of foreign travelers on that flight.
総数	zong3, shu4, shu3, shuo4	total	Noun	参加者の総数は705人でした。	The total number of attendees was 705.
助かる	zhu4	be helped, be rescued	Verb	彼はシートベルトをしていたので助かったんだ。	He survived because he was wearing a seat belt.
たっぷり		fully, amply	Adverb	たっぷりとマッサージしてもらいました。	I got a full massage.
弾	dan4, tan2	bullet, shot	Noun	彼はピストルに弾を込めたんだ。	He loaded the pistol.
続き	xu4	continuation, sequel	Noun	話の続きは電話でしましょう。	Let's continue this conversation on the phone.
訂正	ding4, zheng4, zheng1	correction, amendment	Verbal Noun	間違いを訂正しました。	I corrected the mistakes.
取れる	qu3	be harvested, be cultivated	Verb	このナスは畑で取れたばかりです。	This eggplant has just been picked from the field.
日韓	ri4, han2	Japan and Korea	Noun	日韓合同のコンサートが開かれたよ。	There was a joint concert with Japan and South Korea.
和らげる	he2, he4, huo2, huo4, huo5, hai1, he5	soften, relieve	Verb	ユーモアは場の雰囲気を和らげるわね。	Humor can soften the mood.
送金	song4, jin1	money transfer, remittance	Verbal Noun	取引先への送金を済ませました。	I completed the money transfer to our client.
大戦	da4, dai4, zhan4	world war	Noun	大戦で多くの人が亡くなりました。	A lot of people died in the world wars.
試す	shi4	try, test	Verb	彼はそのソフトウェアを試したの。	He tested the software.
担任	dan4, dan1, dan3, ren4, ren2	supervisor	Verbal Noun	私は3年生のクラスを担任しています。	I'm in charge of the third-grade class.
詰まる	jie2	be stuffed, be stopped up	Verb	プリンタのインクが詰まってしまいました。	The printer's ink got blocked up.
釣り	diao4	angling	Noun	父は釣りが大好きです。	My father loves fishing.
手伝い	shou3, yun2	help, assistant	Noun	会議の準備に手伝いが必要です。	We need help with preparations for the meeting.
値引き	zhi2, yin3	discount	Verbal Noun	あと1000円値引きしましょう。	I'll further discount the price by 1,000 yen.
北東	bei3, dong1	northeast	Noun	町の北東に山があります。	There's a mountain to the northeast of the town.
夕暮れ	xi1, xi4, mu4	evening, twilight	Noun	夕暮れの空がきれいですね。	The twilight sky is beautiful.
予備	yu2, yu3, bei4	reserve, spare	Noun	旅行には予備の靴を持って行きます。	I'll take some spare shoes on holiday.
体育	ti3, ben4, yu4	physical training, physical education	Noun	今日は体育の授業があります。	There's a PE lesson today.
つくづく		truly, deeply	Adverb	来てよかったとつくづく思います。	I really feel that it was good to come.
どうせ		anyway	Adverb	どうせ間に合わないならゆっくり行こう。	Let's go slowly as we won't be on time anyway.
女房	nu:3, ru3, fang2	wife	Noun	女房は実家に帰っています。	My wife is back at her parents' home.
省く	sheng3, xing3	omit, dispense with	Verb	時間がないので詳細は省きます。	I'll omit the details as there is no time.
目覚ましい	mu4, jue2, jiao4	striking, marvelous	Adjective	あの国は目覚ましい発展を遂げたの。	That country accomplished remarkable development.
漏れる	lou4	leak, be disclosed	Verb	彼のヘッドフォンから音が漏れているね。	Sound is leaking from his headphones.
郵送	you2, song4	mailing	Verbal Noun	書類を郵送してください。	Please mail the documents.
横切る	heng2, heng4, qie1, qie4	cross, go across	Verb	目の前を猫が横切ったんだ。	The cat crossed in front of me.
リズム		rhythm	Noun	最近彼は生活のリズムが乱れています。	His daily routine has been disrupted lately.
連休	lian2, xiu1	consecutive holidays	Noun	今度の連休は実家に帰ります。	I'll go back to my parents' house for the next consecutive holidays.
散らばる	san4, san3	be scattered	Verb	机の上に書類が散らばっている。	The documents were scattered on the desk.
付き合う	fu4, he2	socialize with, see someone	Verb	彼女と4年ほど付き合っています。	I've been seeing her for 4 years now.
手元	shou3, yuan2	at hand	Noun	説明書は手元にありますか。	Do you have the manual at hand?
点数	dian3, shu4, shu3, shuo4	points, score	Noun	今回はテストの点数が悪かった。	My test score this time was bad.
電報	dian4, bao4	telegram	Noun	実家の母から電報が来ました。	A telegram came from my mother at home.
道徳	dao4, de2	morality, morals	Noun	子供には道徳をきちんと教えていきたいと思います。	I'd like to properly teach my kids about morality.
毒	du2	poison, harm	Noun	飲み過ぎは体に毒ですよ。	Drinking too much can poison your body.
長引く	chang2, zhang3, yin3	be prolonged, drag on	Verb	会議が長引いているようです。	The conference seems to be dragging on.
南西	nan2, na1, xi1	southwest	Noun	ここから南西に進むと村があります。	There's a village if you continue southwest from here.
ハンドル		steering wheel	Noun	この車は左ハンドルです。	This car has the steering wheel on the left.
プリント		print	Verbal Noun	デジカメで撮った写真をプリントしたんだ。	I printed the photograph that I took with my digital camera.
まぶしい		dazzling, glaring	Adjective	夏の日差しがまぶしかったよ。	The summer sunlight was dazzling.
名詞	ming2, ci2	noun	Noun	「学校」は名詞です。	School is a noun.
旅費	lu:3, fei4	traveling expenses	Noun	父が旅費を出してくれました。	My father paid for my travel expenses.
駐車	zhu4, che1, ju1	parking	Verbal Noun	車はここに駐車してください。	Please park the car here.
腸	chang2	intestines, entrails	Noun	彼は腸の手術を受けたの。	He had an operation on his intestines.
盗難	dao4, nan2, nan4	robbery, burglary	Noun	昨夜、自転車の盗難にあったよ。	My bicycle was stolen last night.
亡くす	wang2, wu2	lose (in death)	Verb	昨年、友人を亡くしました。	I lost my friend last year.
能率	neng2, lu:4, shuai4, shuo4	efficiency	Noun	この方法だと能率がいいですね。	Using this method is more efficient.
一人一人	yi1, ren2, yi1, ren2	each and every person	Noun	この学校では一人一人の生徒を大切にしているの。	Each individual student is valued in this school.
塀		fence, wall	Noun	猫が塀の上で寝ているぞ。	The cat is sleeping on top of the wall.
冒険	mao4, mo4, xian3	adventure, risk	Verbal Noun	昔の子供たちは冒険小説をよく読みました。	Children in the past often read adventure novels.
細長い	xi4, chang2, zhang3	long and thin, slender	Adjective	その細長い棒を取ってください。	Please take that long, thin stick.
よそ		somewhere else	Noun	夕食はよそでごちそうになりました。	I was treated to dinner out.
注ぐ	zhu4	pour into, concentrate	Verb	みんなのグラスにジュースを注いだよ。	I poured juice into everyone's glass.
抽象的	chou1, xiang4, de5, di2, di4	abstract	Adjective	彼は抽象的な絵が好きだね。	He likes abstract pictures.
つぐ		pour, pour into	Verb	お酒をおつぎしましょう。	Let me pour you a drink.
ディスコ		disco	Noun	昔はよくディスコに行ったな。	I often went to the disco in the past.
